id,division,department,class,title,description
988,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
988,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
989,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
990,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
990,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
991,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
992,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
992,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
993,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
993,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
994,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
994,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
995,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
995,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
996,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
996,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
997,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
998,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
999,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
999,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1000,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1001,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1002,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1003,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
1003,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1004,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1004,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
1005,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
1005,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1006,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1008,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
1008,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1009,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
1009,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1010,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
1010,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1011,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
1011,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1012,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1012,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
1013,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1014,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
1015,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
1015,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1016,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
1016,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1017,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1018,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1019,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1020,General Petite,Bottoms,Skirts,Petite Pencil Skirt,"A sleek pencil skirt tailored for a petite frame, offering a flattering and sophisticated silhouette."
1020,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1021,General,Bottoms,Skirts,Pleated Midi Skirt,A sophisticated pleated midi skirt that adds a touch of class to any outfit. Perfect for both work and play.
1022,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1022,General Petite,Bottoms,Jeans,Petite Skinny Jeans,"Flattering skinny jeans designed for petites, offering both comfort and style."
1023,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1024,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1025,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1025,General Petite,Bottoms,Jeans,Petite Skinny Jeans,"Flattering skinny jeans designed for petites, offering both comfort and style."
1026,General Petite,Bottoms,Jeans,Petite Skinny Jeans,"Flattering skinny jeans designed for petites, offering both comfort and style."
1026,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1027,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1028,General Petite,Bottoms,Jeans,Petite Skinny Jeans,"Flattering skinny jeans designed for petites, offering both comfort and style."
1028,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1030,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1031,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1033,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1033,General Petite,Bottoms,Jeans,Petite Skinny Jeans,"Flattering skinny jeans designed for petites, offering both comfort and style."
1034,General Petite,Bottoms,Jeans,Petite Skinny Jeans,"Flattering skinny jeans designed for petites, offering both comfort and style."
1035,General Petite,Bottoms,Jeans,Petite Skinny Jeans,"Flattering skinny jeans designed for petites, offering both comfort and style."
1035,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1036,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1036,General Petite,Bottoms,Jeans,Petite Skinny Jeans,"Flattering skinny jeans designed for petites, offering both comfort and style."
1037,General Petite,Bottoms,Jeans,Petite Skinny Jeans,"Flattering skinny jeans designed for petites, offering both comfort and style."
1037,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1038,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1038,General Petite,Bottoms,Jeans,Petite Skinny Jeans,"Flattering skinny jeans designed for petites, offering both comfort and style."
1039,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1040,General,Bottoms,Jeans,Classic Straight-Leg Jeans,Timeless straight-leg jeans that fit like a dream. Perfect for everyday casual wear.
1041,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1042,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1042,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1043,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1044,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1044,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1045,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1046,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1046,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1047,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1047,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1048,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1049,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1049,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1050,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1050,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1051,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1051,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1052,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1052,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1053,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1053,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1054,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1055,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1055,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1056,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1056,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1057,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1058,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1059,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1059,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1060,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1060,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1061,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1062,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1062,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1063,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1064,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1065,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1066,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1066,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1067,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1068,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1068,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1069,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1070,General,Bottoms,Pants,Tailored Wide-Leg Pants,Sleek and stylish wide-leg pants that add a touch of sophistication to any wardrobe.
1070,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
1071,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1072,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1072,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1073,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1074,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1074,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1075,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1075,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1076,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1076,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1077,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1077,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1078,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1078,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1079,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1079,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1080,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1080,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1081,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1081,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1082,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1082,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1083,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1083,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1084,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1084,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1085,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1085,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1086,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1086,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1087,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1087,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1088,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1088,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1089,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1089,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1090,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1091,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1091,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1092,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1092,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1093,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1093,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1094,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1094,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1095,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1095,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1096,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1096,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1097,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1097,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1098,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1098,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1099,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1099,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1100,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1100,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1101,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1102,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1102,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1103,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1103,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1104,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1104,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1105,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1106,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1107,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1107,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1108,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1109,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1109,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1110,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1110,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1111,General Petite,Dresses,Dresses,Petite Floral Midi Dress,"A beautiful floral midi dress designed for petites, offering a perfect balance of style and comfort."
1111,General,Dresses,Dresses,Elegant A-Line Dress,"A classic A-line dress that flows gracefully, perfect for any occasion. Tailored for a flattering fit."
1112,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1112,General Petite,Jackets,Outerwear,Petite Puffer Jacket,"A lightweight puffer jacket that provides warmth without bulk, perfect for petites."
1113,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1114,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1115,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1116,General Petite,Jackets,Outerwear,Petite Puffer Jacket,"A lightweight puffer jacket that provides warmth without bulk, perfect for petites."
1116,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1117,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1117,General Petite,Jackets,Outerwear,Petite Puffer Jacket,"A lightweight puffer jacket that provides warmth without bulk, perfect for petites."
1118,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1119,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
1119,General Petite,Jackets,Jackets,Petite Quilted Jacket,"A stylish quilted jacket designed for petites. Warm, comfortable, and perfect for cooler days."
1120,General,Jackets,Outerwear,Classic Wool Overcoat,"A timeless wool overcoat that offers warmth and style, perfect for layering over any outfit."
